region,incomegroup,foundedyr
Europe and Central Asia,Upper middle income,2010
Europe and Central Asia,Upper middle income,1999
Europe and Central Asia,Upper middle income,1975
Europe and Central Asia,Upper middle income,2006
Europe and Central Asia,Upper middle income,2000
Europe and Central Asia,Upper middle income,1956
Europe and Central Asia,Upper middle income,2007
Europe and Central Asia,Upper middle income,2007
Europe and Central Asia,Lower middle income,1961
Europe and Central Asia,Lower middle income,1920
Europe and Central Asia,Lower middle income,2002
Europe and Central Asia,Lower middle income,1994
Europe and Central Asia,Lower middle income,1921
Europe and Central Asia,Lower middle income,2002
Europe and Central Asia,Lower middle income,1994
Europe and Central Asia,Lower middle income,2011
Europe and Central Asia,Lower middle income,1993
Europe and Central Asia,Lower middle income,1992
Europe and Central Asia,Lower middle income,1921
Europe and Central Asia,Lower middle income,1993
North America,High income,1879
Europe and Central Asia,Lower middle income,1992
Europe and Central Asia,Lower middle income,1993
North America,High income,1915
Europe and Central Asia,Lower middle income,1919
Europe and Central Asia,Lower middle income,1986
Europe and Central Asia,Lower middle income,1918
Europe and Central Asia,Lower middle income,2004
Europe and Central Asia,Lower middle income,1961
Europe and Central Asia,Lower middle income,1991
Europe and Central Asia,Lower middle income,2008
North America,High income,1872
Europe and Central Asia,Lower middle income,2004
Europe and Central Asia,Lower middle income,1994
Europe and Central Asia,Lower middle income,1993
Europe and Central Asia,Lower middle income,1992
North America,High income,1969
Europe and Central Asia,High income,1379
Europe and Central Asia,High income,1937
Europe and Central Asia,High income,1326
Europe and Central Asia,High income,1624
Europe and Central Asia,High income,1341
Europe and Central Asia,High income,1810
Europe and Central Asia,High income,1879
Europe and Central Asia,High income,1950
Europe and Central Asia,High income,1897
Europe and Central Asia,High income,1962
Europe and Central Asia,High income,1965
Europe and Central Asia,High income,1278
North America,High income,1886
Europe and Central Asia,High income,1893
Europe and Central Asia,High income,1886
Europe and Central Asia,High income,1555
Europe and Central Asia,High income,1929
Europe and Central Asia,High income,1879
North America,High income,1871
Europe and Central Asia,High income,1555
Europe and Central Asia,High income,1249
Europe and Central Asia,High income,1610
North America,High income,1836
Europe and Central Asia,High income,1966
North America,High income,1859
Europe and Central Asia,High income,1283
Europe and Central Asia,High income,1876
Europe and Central Asia,High income,1877
North America,High income,1906
Europe and Central Asia,High income,1096
Europe and Central Asia,High income,1970
Europe and Central Asia,High income,1869
Europe and Central Asia,High income,1862
North America,High income,1970
Europe and Central Asia,High income,1411
Europe and Central Asia,High income,1897
Europe and Central Asia,High income,1796
Europe and Central Asia,High income,1969
Europe and Central Asia,High income,1891
Europe and Central Asia,High income,1961
Europe and Central Asia,High income,1929
Europe and Central Asia,High income,1891
Europe and Central Asia,High income,2011
Europe and Central Asia,High income,1969
Europe and Central Asia,High income,1897
North America,High income,1971
Europe and Central Asia,High income,1984
Europe and Central Asia,High income,1893
Europe and Central Asia,High income,2010
North America,High income,1981
North America,High income,1972
Europe and Central Asia,High income,1949
Europe and Central Asia,High income,1841
North America,High income,1967
Europe and Central Asia,High income,1965
Europe and Central Asia,High income,1860
North America,High income,1981
Europe and Central Asia,High income,1838
Europe and Central Asia,High income,1840
Europe and Central Asia,High income,1946
Europe and Central Asia,High income,1893
Europe and Central Asia,High income,1841
Europe and Central Asia,High income,1984
Europe and Central Asia,High income,1959
Europe and Central Asia,High income,1879
Europe and Central Asia,High income,1919
Europe and Central Asia,High income,1990
Europe and Central Asia,High income,2007
Europe and Central Asia,High income,2008
North America,High income,1966
Europe and Central Asia,High income,1965
Europe and Central Asia,High income,2007
Europe and Central Asia,High income,1947
Europe and Central Asia,High income,1846
Europe and Central Asia,High income,1898
North America,High income,1906
North America,High income,1988
North America,High income,1929
North America,High income,1982
North America,High income,1990
North America,High income,1983
North America,High income,1896
North America,High income,1921
North America,High income,1889
North America,High income,1875
North America,High income,1867
North America,High income,1957
North America,High income,1903
North America,High income,1925
North America,High income,1923
North America,High income,1895
North America,High income,1968
North America,High income,1899
North America,High income,1909
North America,High income,1901
North America,High income,1892
North America,High income,1963
North America,High income,1905
North America,High income,1913
North America,High income,1882
North America,High income,1902
North America,High income,1941
North America,High income,1897
North America,High income,1984
Europe and Central Asia,Upper middle income,1992
Europe and Central Asia,Upper middle income,2008
Sub-Saharan Africa,Low income,1988
Europe and Central Asia,Upper middle income,2006
Europe and Central Asia,Upper middle income,1994
Europe and Central Asia,Upper middle income,1992
Europe and Central Asia,Upper middle income,1975
Europe and Central Asia,Upper middle income,2007
Europe and Central Asia,Upper middle income,2007
Europe and Central Asia,Upper middle income,2008
Europe and Central Asia,Upper middle income,1992
Europe and Central Asia,Upper middle income,2003
Europe and Central Asia,Upper middle income,2009
Europe and Central Asia,Upper middle income,1982
Europe and Central Asia,Upper middle income,2008
Europe and Central Asia,Upper middle income,2010
Europe and Central Asia,Upper middle income,2010
Europe and Central Asia,Upper middle income,1975
Europe and Central Asia,Upper middle income,1972
Sub-Saharan Africa,Low income,2002
Europe and Central Asia,Upper middle income,1975
Europe and Central Asia,Upper middle income,2010
Europe and Central Asia,Upper middle income,1997
Europe and Central Asia,Upper middle income,2011
Europe and Central Asia,Upper middle income,2006
Europe and Central Asia,Upper middle income,1988
Europe and Central Asia,Upper middle income,2008
Europe and Central Asia,Upper middle income,1998
Europe and Central Asia,Upper middle income,1996
Europe and Central Asia,Upper middle income,2009
Europe and Central Asia,Upper middle income,2010
Europe and Central Asia,Upper middle income,1911
Europe and Central Asia,Upper middle income,1911
Europe and Central Asia,Upper middle income,1982
Europe and Central Asia,Upper middle income,1992
Sub-Saharan Africa,Low income,1948
Europe and Central Asia,Upper middle income,1982
Europe and Central Asia,Upper middle income,2012
Europe and Central Asia,Upper middle income,2009
Sub-Saharan Africa,Low income,2002
Europe and Central Asia,Upper middle income,1983
Europe and Central Asia,Upper middle income,2010
Europe and Central Asia,Upper middle income,2011
Europe and Central Asia,Upper middle income,2014
Europe and Central Asia,Upper middle income,2010
Europe and Central Asia,Upper middle income,2013
Europe and Central Asia,Upper middle income,2012
Europe and Central Asia,Upper middle income,2010
Europe and Central Asia,Upper middle income,2007
Europe and Central Asia,Upper middle income,2013
Europe and Central Asia,Upper middle income,2015
Europe and Central Asia,Upper middle income,2013
Sub-Saharan Africa,Low income,2002
Sub-Saharan Africa,Low income,2001
Europe and Central Asia,Upper middle income,2005
Europe and Central Asia,Upper middle income,2008
Europe and Central Asia,Upper middle income,2013
Europe and Central Asia,Upper middle income,2013
Europe and Central Asia,Upper middle income,2013
Europe and Central Asia,Upper middle income,2014
Sub-Saharan Africa,Low income,2008
Europe and Central Asia,Upper middle income,2013
Europe and Central Asia,Upper middle income,1963
Europe and Central Asia,Upper middle income,2008
Europe and Central Asia,Upper middle income,1935
Europe and Central Asia,Upper middle income,2000
Europe and Central Asia,Upper middle income,1994
Europe and Central Asia,Upper middle income,1980
Europe and Central Asia,Upper middle income,1992
Europe and Central Asia,Upper middle income,1950
Europe and Central Asia,Upper middle income,1997
Europe and Central Asia,Upper middle income,1963
Europe and Central Asia,Upper middle income,1932
Europe and Central Asia,Upper middle income,1931
Europe and Central Asia,Upper middle income,1930
Europe and Central Asia,Upper middle income,2010
Europe and Central Asia,Upper middle income,2016
Sub-Saharan Africa,Low income,2007
Sub-Saharan Africa,Low income,2010
Sub-Saharan Africa,Low income,2001
Sub-Saharan Africa,Low income,1999
Sub-Saharan Africa,Low income,1951
Sub-Saharan Africa,Low income,1989
Sub-Saharan Africa,Low income,2005
Sub-Saharan Africa,Low income,2007
Sub-Saharan Africa,Low income,1992
Sub-Saharan Africa,Low income,2001
Sub-Saharan Africa,Low income,2008
Sub-Saharan Africa,Low income,2005
Sub-Saharan Africa,Low income,2011
Sub-Saharan Africa,Low income,2001
Sub-Saharan Africa,Low income,2013
Sub-Saharan Africa,Low income,1997
Sub-Saharan Africa,Low income,2002
Sub-Saharan Africa,Low income,1989
Sub-Saharan Africa,Low income,2009
Sub-Saharan Africa,Low income,2014
Sub-Saharan Africa,Low income,1970
Sub-Saharan Africa,Low income,2013
Europe and Central Asia,Lower middle income,1996
Europe and Central Asia,Lower middle income,1993
North America,High income,1956
Europe and Central Asia,Lower middle income,1932
Europe and Central Asia,Lower middle income,1750
Europe and Central Asia,Lower middle income,1944
Europe and Central Asia,Lower middle income,1921
Europe and Central Asia,Lower middle income,1928
Europe and Central Asia,Lower middle income,1973
Europe and Central Asia,High income,1969
Europe and Central Asia,High income,1845
Europe and Central Asia,High income,1970
Europe and Central Asia,High income,1865
Europe and Central Asia,High income,1875
Europe and Central Asia,High income,1900
Europe and Central Asia,High income,1962
Europe and Central Asia,High income,1922
Europe and Central Asia,High income,1845
Europe and Central Asia,High income,1843
Europe and Central Asia,High income,1841
Europe and Central Asia,High income,1950
Europe and Central Asia,High income,1845
